	target	non_zero
11075	Wdr31	173
11076	Wdr90	173
11077	Zcchc16	173
11078	Taf4b	173
11079	Slc13a5	173
11080	Pcdhb12	173
11081	Nqo1	172
11082	Rhbdd1	172
11083	Adra1d	172
11084	Mkx	172
11085	Zdhhc15	172
11086	Zfp781_loc1	172
11087	Hcrtr2	172
11088	Nfatc2ip	172
11089	Relt	172
11090	Akip1	171
11091	Card10	171
11092	Cyp4f16	171
11093	Hist1h2bj	171
11094	H2-K2	171
11095	Zkscan4	171
11096	Dpyd	171
11097	Tmprss5	171
11098	Pcdha3	171
11099	Tbc1d2b	171
11100	Shc1	170
11101	Sh3tc2	170
11102	Agbl5	170
11103	Maml2	170
11104	Arhgap42	170
11105	Blm	170
11106	Otof	170
11107	Hspb8	169
11108	Gm13375	169
11109	Ccrl2	169
11110	Zfp781_loc2	169
11111	4930523C07Rik	169
11112	Csl	169
11113	Ptplad2	169
11114	Hist4h4	169
11115	Fam196a	169
11116	Mettl4	169
11117	Dyx1c1	169
11118	Hmcn1	169
11119	4933412O06Rik	169
11120	Spa17	169
11121	Kcnk4	169
11122	Wfdc18	169
11123	Klf11	169
11124	Itpripl2	169
11125	Ddx31	168
11126	Fancg	168
11127	Igflr1	168
11128	Arhgap10	168
11129	Lef1	168
11130	Pgap3	168
11131	Notch2	168
11132	Zfp689	168
11133	C2cd4c	168
11134	Tmem215	168
11135	Sap30	168
11136	Hpgds	168
11137	Igfn1	167
11138	Bcdin3d	167
11139	Ifi35	167
11140	Mcm6	167
11141	Zfp870	167
11142	Degs2	167
11143	Tldc1	167
11144	Atp10d	167
11145	4430402I18Rik	167
11146	Fam20a	167
11147	Msrb3	166
11148	Dyrk1b	166
11149	Ttc7	166
11150	Foxp2	166
11151	Atp13a4	166
11152	Ncapg2	166
11153	Edn3	166
11154	Pcdhga3	166
11155	Mettl13	166
11156	Aspn	166
11157	Agtrap	166
11158	Ccnj	165
11159	Gm9079	165
11160	Mir124a-2	165
11161	Foxc1	165
11162	Tubb2a-ps2	165
11163	Col6a2	165
11164	Agt	165
11165	Zfp575	165
11166	Gdf10	165
11167	Figf	165
11168	Kcnn3	165
11169	Armc7	165
11170	Dse	165
11171	Epb4.1l5	165
11172	Hpgd	165
11173	F730043M19Rik	165
11174	Rnf32	165
11175	Bmper	165
11176	Parp4	165
11177	Crtap	165
11178	Cks1b	165
11179	Amot	165
11180	Hfe	165
11181	Dhx37	165
11182	Chrna7	165
11183	Pigl	164
11184	Itga3	164
11185	Eml3	164
11186	Lnx2	164
11187	Casp1	164
11188	Pard6g	164
11189	Mxra7	164
11190	Dtl	164
11191	Mfsd9	164
11192	2810049E08Rik	164
11193	Gm20199	164
11194	Plaur	164
11195	Yap1	164
11196	Zfp459	164
11197	Gm4636	164
11198	Sstr2	164
11199	Mblac1	164
11200	Robo4	163
11201	D330050G23Rik	163
11202	Brca2	163
11203	Ptpn14	163
11204	Hmgcs2	163
11205	Mtrf1l	163
11206	Spag1	163
11207	Fbln2	163
11208	Abi3bp	163
11209	A230077H06Rik	163
11210	Sult1a1	163
11211	Zfp438	163
11212	Mtfr1	163
11213	Uaca	163
11214	Ccl2	163
11215	C1qc	163
11216	Pcdha4-g	163
11217	H2-Ab1	162
11218	Rttn	162
11219	Dchs1	162
11220	Crebl2	162
11221	Ccdc62	162
11222	Pgf	162
11223	Fxn	162
11224	AI429214	162
11225	Gm14204	162
11226	Lhfpl5	162
11227	Smo	162
11228	Ccdc109b	162
11229	Adamtsl2	162
11230	Pcsk5	162
11231	Fank1	162
11232	Arhgdib	162
11233	Frmpd3	162
11234	Exph5	162
11235	Unc13c	162
11236	Kif6	162
11237	Ttc30a1	161
11238	Ebi3	161
11239	Oxtr	161
11240	2310061J03Rik	161
11241	Nxph1	161
11242	Macrod1	161
11243	Gm715	161
11244	2700046A07Rik	161
11245	Rbbp8	161
11246	Rsph4a	161
11247	Nckap5l	161
11248	Gja4	161
11249	Pdlim4	161
11250	Gpr135	161
11251	Npnt	160
11252	Myh11	160
11253	Pvr	160
11254	Bmp3	160
11255	Dll1	160
11256	Nme6	160
11257	Marveld1	160
11258	Smad9	159
11259	Ripk1	159
11260	Gm6787	159
11261	9030619P08Rik	159
11262	Sox18	159
11263	Mavs	159
11264	Cbln4	159
11265	Ccdc159	159
11266	Cacng5	159
11267	Vat1l	159
11268	Elfn1	159
11269	Rhpn1	159
11270	Nxph3	159
11271	Raver1	159
11272	Zfp111	158
11273	Mov10	158
11274	Tcerg1l	158
11275	Hspbap1	158
11276	Ascc2	158
11277	Lrtm1	158
11278	Cox6b2	158
11279	Calml3	158
11280	Dlx2	158
11281	Hist2h2ac	158
11282	Mcm8	158
11283	3110021N24Rik	158
11284	Prkd2	158
11285	Gli3	158
11286	Foxo4	157
11287	Ankrd35	157
11288	Gm10778_loc2	157
11289	Tirap	157
11290	Rgs6	157
11291	Anxa11	157
11292	Gfap	157
11293	Pyroxd2	157
11294	Prtg	157
11295	Erap1	157
11296	0610009L18Rik	157
11297	2900052N01Rik	157
11298	Ccbl2	157
11299	A330021E22Rik	157
11300	Dclre1b	157
11301	A530058N18Rik	157
11302	Tmem196	157
11303	Cd14	156
11304	Pld5	156
11305	Thumpd2	156
11306	1700086O06Rik	156
11307	Rai2	156
11308	4933407K13Rik	156
11309	Rn4.5s_loc2	156
11310	Il33	156
11311	Entpd2	156
11312	2700038G22Rik	156
11313	Tpk1	156
11314	Jmjd7	156
11315	C130036L24Rik	155
11316	AW554918	155
11317	Rasl12	155
11318	AW112010	155
11319	Cidea	155
11320	Zfp551	155
11321	Emx2	155
11322	Fcer1g	155
11323	Zfp112	155
11324	Zfat	155
11325	Spry1	155
11326	Sqrdl	155
11327	2310002F09Rik	155
11328	4932416H05Rik	155
11329	Pde8a	154
11330	Khnyn	154
11331	Rn4.5s_loc6	154
11332	Sulf1	154
11333	3110057O12Rik	154
11334	Dleu2	154
11335	Sox17	154
11336	Mum1l1	154
11337	Plp2	154
11338	C4a	154
11339	Phykpl	154
11340	Bend3	154
11341	Serinc2	154
11342	Trim45	154
11343	Adhfe1	154
11344	Pml	154
11345	Ifi30	154
11346	Zfp85-rs1	153
11347	Slc1a6	153
11348	Rai14	153
11349	Plagl1	153
11350	Gm12942	153
11351	9630013A20Rik	153
11352	Reep6	153
11353	Scml4	153
11354	Fancc	153
11355	Rn4.5s_loc4	153
11356	Nynrin	153
11357	Apoa1	153
11358	Mob1b	153
11359	D030028A08Rik	153
11360	Kank2	153
11361	A830009L08Rik	153
11362	Wdr25	153
11363	Pcdhb21	153
11364	Zfp41	153
11365	Cdkn2c	152
11366	Ctla2b	152
11367	Zfp658	152
11368	Mettl20	152
11369	Cd53	152
11370	N4bp2	152
11371	Zfp174	152
11372	Plscr4	152
11373	Cntf	152
11374	Capn1	152
11375	Paqr3	151
11376	Nt5e	151
11377	Tap2	151
11378	Rpph1	151
11379	C030034I22Rik	151
11380	Icam1	151
11381	Gpx2-ps1	151
11382	Dnph1	151
11383	Galm	151
11384	Cks2	151
11385	Hkdc1	151
11386	Rnf217	151
11387	Crh	151
11388	Gm8096	151
11389	Pcdhb19	151
11390	Pdp2	151
11391	Rdh5	151
11392	Mtr	150
11393	Cpxm1	150
11394	Tmem53	150
11395	Lyz2	150
11396	D130040H23Rik	150
11397	Ptpn13	150
11398	Pih1d2	150
11399	Lsr	150
11400	Klf5	150
11401	Cdh18	150
11402	Scn9a	150
11403	Slc38a4	150
11404	4930546H06Rik	149
11405	Mpp7	149
11406	Zfp764	149
11407	Hist1h2ak	149
11408	Emx2os	149
11409	Ubl7	149
11410	D030047H15Rik	149
11411	Traf4	149
11412	Gstm6	149
11413	Gnb1l	149
11414	Ccl3	148
11415	Fuz	148
11416	Stac	148
11417	Maml1	148
11418	Itga9	148
11419	Gm5468	148
11420	Gpr45	148
11421	Lrrc55	148
11422	Tep1	148
11423	Snora7a	148
11424	Fam83d	148
11425	Sirt6	148
11426	Mrc1	148
11427	Ndc1	148
11428	Ccdc111	148
11429	Col5a1	148
11430	Plcd3	148
11431	Eno3	148
11432	B3gnt9	148
11433	C920021L13Rik	148
11434	Zfp213	147
11435	2900008C10Rik	147
11436	Ranbp17	147
11437	1110017D15Rik	147
11438	Gm13704	147
11439	2500004C02Rik	147
11440	Mex3a	147
11441	Clec14a	147
11442	Foxp4	147
11443	Vasn	147
11444	Thbd	147
11445	Anks6	147
11446	Mmp14	147
11447	Gm3494_loc2	147
11448	Fam35a	147
11449	Parp12	147
11450	Zbtb7b	147
11451	Gmip	147
11452	Anxa1	147
11453	Sgcz	146
11454	Emp3	146
11455	Hells	146
11456	Pax6	146
11457	Cela1	146
11458	Pnp2	146
11459	Inpp4b	146
11460	Prrx1	146
11461	5830415F09Rik	146
11462	Pmf1	146
11463	Dennd3	146
11464	Glra2	146
11465	Scn4b	146
11466	Ccl7	146
11467	Gfpt2	146
11468	Gpr39	146
11469	Rxrg	146
11470	Rn4.5s_loc3	146
11471	Vmn2r29	146
11472	4931440F15Rik	146
11473	Ppm1m	145
11474	Fgfbp3	145
11475	Rn4.5s_loc7	145
11476	Klhl25	145
11477	Nqo2	145
11478	Enkur	145
11479	Rn4.5s_loc5	145
11480	Zfp398	145
11481	Mir7b	145
11482	Zfp385a	145
11483	Zbtb40	145
11484	Rarg	145
11485	Galns	145
11486	Glb1l	145
11487	Slc25a18	145
11488	Fam222a	145
11489	Rn4.5s_loc8	145
11490	Nr2e1	145
11491	Dusp2	145
11492	Ly86	145
11493	Inca1	145
11494	Suv39h2	144
11495	Plekhf2	144
11496	Gadd45a	144
11497	Pcdhb22	144
11498	Zfp641	144
11499	Gpr183	144
11500	Lmcd1	144
11501	Slc14a1	144
11502	Hrh1	144
11503	Sdk1	144
11504	Mia	144
11505	Emr1	144
11506	Tmem121	144
11507	S1pr3	144
11508	Xylb	144
11509	Fchsd1	144
11510	Tmem74b	144
11511	Adam1a	144
11512	4930539E08Rik	144
11513	Cdca4	144
11514	Gm16973	144
11515	Nid2	144
11516	Poc1b	144
11517	Mst1r	143
11518	Mkrn3	143
11519	Filip1	143
11520	Gm5595	143
11521	Tcp11l1	143
11522	Pth1r	143
11523	Cplx3	143
11524	1700017B05Rik	143
11525	Cd276	143
11526	Alox5ap	143
11527	Gpam	142
11528	Zfp408	142
11529	Spire2	142
11530	Erbb3	142
11531	Fli1	142
11532	Mxra8	142
11533	1810044D09Rik	142
11534	Atp10b	142
11535	Alg10b	142
11536	Filip1l	142
11537	Grem1	142
11538	Myc	142
11539	Rtp4	142
11540	Sh3bp1	142
11541	Cercam	142
11542	Ccdc19	142
11543	Acrbp	142
11544	Adra1a	142
11545	Gpr137c	142
11546	Dtx3l	142
11547	Htr2a	141
11548	Adam12	141
11549	Notch3	141
11550	D330041H03Rik	141
11551	Rn4.5s_loc1	141
11552	Bfsp2	141
11553	Hs3st5	141
11554	Gpr64	141
11555	Nkain3	141
11556	Myo16	141
11557	Pmaip1	141
11558	Gm5069	141
11559	Hps1	141
11560	Haus5	141
11561	Hps6	141
11562	Zfp493	141
11563	Rad51ap1	140
11564	Slc10a7	140
11565	Zfp28	140
11566	Gpr34	140
11567	Lancl3	140
11568	Ltc4s	140
11569	Cbr2	140
11570	Lpcat1	140
11571	Gldc	140
11572	1700113A16Rik	140
11573	Abca9	139
11574	Aloxe3	139
11575	Sik2	139
11576	Gins2	139
11577	Oplah	139
11578	Gm3230	139
11579	Pf4	139
11580	Emilin2	139
11581	Pias4	139
11582	F13a1	139
11583	Egln3	139
11584	Spidr	139
11585	Mir3064	139
11586	Nrn1l	139
11587	Zfp324	139
11588	2810002D19Rik	139
11589	Riiad1	139
11590	Ccl12	138
11591	Cyp4f13	138
11592	Gm20748	138
11593	Pi4k2b	138
11594	Plce1	138
11595	Maz	138
11596	Vamp5	138
11597	Ttc30a2	138
11598	4930506C21Rik	138
11599	Abcb4	138
11600	Trpc6	138
11601	B130034C11Rik	138
11602	BC020402	138
11603	Il13ra1	138
11604	Zfp97	138
11605	Tmem140	137
11606	Sepsecs	137
11607	Shq1	137
11608	Tigd5	137
11609	P2ry1	137
11610	Cntnap5c	137
11611	E130114P18Rik	137
11612	A330050F15Rik	137
11613	Pcdhb2	137
11614	Rest	137
11615	1700096K18Rik	136
11616	Islr	136
11617	BC051142	136
11618	2810454H06Rik	136
11619	Ttn	136
11620	Pvrl4	136
11621	Cd36	136
11622	Gm9199	136
11623	Esyt1	136
11624	Cbr3	136
11625	Piezo1	136
11626	Casz1	136
11627	2900005J15Rik	136
11628	Tes	136
11629	Ammecr1	136
11630	Rab7	136
11631	Dnase2a	136
11632	Inpp5d	136
11633	Alms1	135
11634	Blnk	135
11635	C1qtnf5	135
11636	F11r	135
11637	Plk4	135
11638	Mir29c	135
11639	Rnu12	135
11640	Nt5dc1	135
11641	Arhgap6	135
11642	Rnf180	135
11643	C77080	135
11644	Zfp51	135
11645	Cmtm3	135
11646	Tgfb3	135
11647	Serpinf1	135
11648	Armcx6	135
11649	Tmem254c_loc2	134
11650	Nadsyn1	134
11651	Zfp661	134
11652	Zfp708	134
11653	Dtwd2	134
11654	2610204G22Rik	134
11655	Racgap1	134
11656	Kcnmb2	134
11657	Sall3	134
11658	Smtn	134
11659	Gm16386	134
11660	6430411K18Rik	134
11661	Aven	134
11662	9930012K11Rik	133
11663	Trp53i13	133
11664	Lamp3	133
11665	Ccdc57	133
11666	Pxdc1	133
11667	F2r	133
11668	4930579K19Rik	133
11669	L3hypdh	133
11670	Cnksr3	133
11671	Hspb2	133
11672	Hyi	133
11673	Foxj1	133
11674	Idua	133
11675	C78339	133
11676	Pla2g4b	133
11677	E430018J23Rik	133
11678	Hba-a2_loc2	132
11679	Pigv	132
11680	Hes5	132
11681	A930024E05Rik	132
11682	Tac2	132
11683	March11	132
11684	Prelp	132
11685	BC051226	132
11686	Gm10649	132
11687	H2-M3	132
11688	Zfp169	132
11689	AI506816	132
11690	Mcf2	132
11691	4833422C13Rik	132
11692	Zfp759	132
11693	Rbm15	132
11694	Hist1h3e	132
11695	Rmdn2	132
11696	Plcb3	132
11697	Gm15645	132
11698	Lgals3bp	132
11699	Ass1	132
11700	Slc9a7	131
11701	Pou3f4	131
11702	Zfp521	131
11703	A430105I19Rik	131
11704	Epb4.1l4a	131
11705	Gcnt4	131
11706	Lipt1	131
11707	Fancf	131
11708	Cep152	131
11709	Ghr	131
11710	Meis1	131
11711	Socs3	131
11712	Tmem200c	131
11713	Col1a2	131
11714	Heg1	131
11715	Fhit	131
11716	Creb3l2	131
11717	Hba-a2_loc1	131
11718	Lrrc14b	131
11719	Tymp	131
11720	Gm5607	131
11721	Medag	131
11722	Kif26a	130
11723	Bambi	130
11724	Dlx5	130
11725	Myo19	130
11726	Foxf2	130
11727	Tmem254c_loc3	130
11728	Znrd1as	130
11729	Dnmbp	130
11730	Depdc1b	130
11731	Kcnj16	130
11732	Sacs	130
11733	Ppp1r3d	130
11734	Chrm5	130
11735	Myt1	130
11736	Tmem254c_loc1	130
11737	Nexn	129
11738	Slc16a11	129
11739	Dpy19l4	129
11740	H2-T9	129
11741	Mid1	129
11742	Tmem243	129
11743	Haus4	129
11744	Med18	129
11745	Crhbp	129
11746	Sox21	129
11747	Ltbr	129
11748	Kctd16	129
11749	Plekho2	129
11750	Fgd6	129
11751	Nkapl	129
11752	Lypd6b	129
11753	Egfl6	129
11754	Timeless	129
11755	Carf	128
11756	Atp8b1	128
11757	Lrrc8b	128
11758	Tmem252	128
11759	Zfp146	128
11760	Arhgef19	128
11761	Ccdc160	128
11762	9830147E19Rik	128
11763	Pold4	128
11764	A130049A11Rik	128
11765	Xlr3b	128
11766	Arid3b	128
11767	Zic2	128
11768	Gmfg	128
11769	Rgag4	128
11770	Zfp691	128
11771	Gm10767	128
11772	Fzd9	128
11773	Rel	128
11774	Mns1	127
11775	Smoc2	127
11776	Hjurp	127
11777	Shroom1	127
11778	Bc1_loc1	127
11779	Fcgr2b	127
11780	Ddr2	127
11781	Rhobtb1	127
11782	Kcnk10	127
11783	Hist1h4n_loc2	127
11784	Atf7	127
11785	1700003E16Rik	127
11786	Wdr52	126
11787	Gan	126
11788	Crispld2	126
11789	Nudt15	126
11790	Gpr161	126
11791	Phf7	126
11792	Ms4a7	126
11793	Birc3	126
11794	Cxcl1	126
11795	Gm20878_loc1	126
11796	Vwc2	126
11797	Tapbpl	126
11798	Adrb2	126
11799	Apitd1	126
11800	Psrc1	126
11801	Klhl1	126
11802	Siah1b	126
11803	Bst2	126
11804	Notch4	126
11805	Sh3bp2	126
11806	Cyp4f15	126
11807	Lipe	126
11808	Lmnb1	126
11809	Ccnjl	126
11810	Trem2	125
11811	Pde1c	125
11812	Gm10653	125
11813	Gstt1	125
11814	Oxsm	125
11815	Tex40	125
11816	Rcn3	125
11817	Slc26a6	125
11818	Lfng	125
11819	Grid2	125
11820	Eda	125
11821	Lipt2	125
11822	Gm11944	125
11823	Dhrs13	125
11824	Cmtr2	124
11825	Stom	124
11826	Setdb2	124
11827	Rnls	124
11828	Mir1903	124
11829	Nupr1	124
11830	Gm4070_loc2	124
11831	Ppard	124
11832	Parp3	124
11833	Ttc32	124
11834	2810032G03Rik	124
11835	Mks1	124
11836	Efcab7	124
11837	Dnase1l1	124
11838	Bgn	124
11839	Gjd2	123
11840	Capsl	123
11841	Alkbh4	123
11842	Zfp423	123
11843	Aldh16a1	123
11844	Tie1	123
11845	9130011E15Rik	123
11846	Nme4	123
11847	Cd44	123
11848	A230001M10Rik	123
11849	8430431K14Rik	122
11850	Prkcd	122
11851	Perp	122
11852	Prdm5	122
11853	Pxmp2	122
11854	Bbs10	122
11855	Arhgap24	122
11856	Abcb1b	122
11857	Fam211a	122
11858	Lyve1	122
11859	Pygo1	122
11860	Gm5766	122
11861	Gm4070_loc1	122
11862	Xrcc2	122
11863	Masp2	122
11864	Apcdd1	122
11865	Popdc3	121
11866	Sult5a1	121
11867	Fmo1	121
11868	Tinagl1	121
11869	Slc16a13	121
11870	Mrs2	121
11871	Syde2	121
11872	Snora24	121
11873	Lrrc29	121
11874	Casq2	121
11875	Kctd8	121
11876	Nwd1	121
11877	Gm14434_loc4	121
11878	Pou5f2	121
11879	Rhov	121
11880	Serpinb6b	121
11881	Paqr5	121
11882	C3ar1	121
11883	Eif2ak2	121
11884	Eln	120
11885	2310015A10Rik	120
11886	Samd9l	120
11887	Zfp82	120
11888	Nfkbid	120
11889	Pcdha10	120
11890	Tmem39b	120
11891	Zmynd19	120
11892	Chst3	120
11893	Rab3il1	120
11894	Lenep	120
11895	Otud3	120
11896	Hey2	120
11897	Ly96	119
11898	AA415398	119
11899	Fn3krp	119
11900	2810459M11Rik	119
11901	Rpp25	119
11902	Cyp2u1	119
11903	5730577I03Rik	119
11904	Plau	119
11905	3110007F17Rik	119
11906	Zfp619	119
11907	1110046J04Rik	119
11908	Zfp59	119
11909	Ccl24	119
11910	Slc39a8	119
11911	Zc3hav1l	118
11912	Car8	118
11913	Mir24-2	118
11914	Efcab5	118
11915	Syt14	118
11916	Adcyap1	118
11917	Efcc1	118
11918	Map10	118
11919	Whrn	118
11920	Ggta1	118
11921	Gm5512_loc2	118
11922	H6pd	118
11923	Lpcat2	118
11924	2310040G24Rik	118
11925	H2-T23	118
11926	Ptpn21	118
11927	Sod3	118
11928	Slc25a35	118
11929	Slc19a3	118
11930	Mlf1	117
11931	Trim25	117
11932	Mgat5	117
11933	Adora2b	117
11934	Fgd5	117
11935	Ccl4	117
11936	Dak	117
11937	Zfp775	117
11938	Rn4.5s_loc10	117
11939	Gm13298_loc1	117
11940	E2f1	117
11941	Gm10863	117
11942	Grrp1	117
11943	Trim68	117
11944	Als2cl	117
11945	Tgm2	116
11946	1190005I06Rik	116
11947	Pld4	116
11948	Plch1	116
11949	Ripk2	116
11950	Pigw	116
11951	Ccdc94	116
11952	Prob1	116
11953	Casp8	116
11954	Ntsr1	116
11955	Gdpd2	116
11956	Kcns1	116
11957	BC025920	116
11958	Zfp454	116
11959	Wdr89	116
11960	Hdx	116
11961	Alk	116
11962	1810011O10Rik	116
11963	Afap1l2	116
11964	Tmem240	115
11965	Gm3317_loc2	115
11966	Zfp108	115
11967	Ceacam1	115
11968	Zfp583	115
11969	Tyms	115
11970	Zfp783	115
11971	Cmya5	115
11972	Zc3h3	115
11973	Paqr6	115
11974	C920025E04Rik	115
11975	Ednra	115
11976	Clcn5	115
11977	Myd88	115
11978	Angpt2	115
11979	Cntnap5a	115
11980	Tmem86b	115
11981	Mr1	115
11982	Sh2b3	114
11983	2310042E22Rik	114
11984	Gper1	114
11985	Atp10a	114
11986	Abcd1	114
11987	Mapk12	114
11988	Klf8	114
11989	Rdh12	114
11990	Star	114
11991	Plcz1	114
11992	Gm14827	114
11993	Xylt1	114
11994	Snora61	114
11995	4930447C04Rik	114
11996	Gpr137b	114
11997	Peg10	114
11998	Igsf10	113
11999	Pcdhb11	113
12000	Naprt1	113
12001	Sox7	113
12002	Hs6st3	113
12003	D430036J16Rik	113
12004	Sp8	113
12005	Hbb-bs	113
12006	Slc22a4	113
12007	Prlr	113
12008	Cep112	113
12009	C2cd4b	113
12010	Pkd1l3	113
12011	Nkx2-2os	113
12012	Ccdc103	113
12013	Pcdhb10	112
12014	Paox	112
12015	Aldh3b2	112
12016	Hist1h2bk	112
12017	Slc37a1	112
12018	Helb	112
12019	Ascl1	112
12020	Alg12	112
12021	Fyb	112
12022	6030443J06Rik	112
12023	Lurap1	112
12024	Zic3	112
12025	Shpk	111
12026	Hist1h2ac	111
12027	Cybb	111
12028	Bbs12	111
12029	Spag5	111
12030	Vwf	111
12031	Fam110a	111
12032	Ms4a6b	111
12033	Syt9	111
12034	Ggnbp1	111
12035	Oprk1	111
12036	Chrm2	111
12037	Mro	111
12038	Lrrc27	111
12039	Htr7	111
12040	Dbil5	111
12041	Mvp	111
12042	Sgsh	111
12043	Arhgap4	111
12044	Gsap	111
12045	Zfp133-ps	111
12046	Adamts17	111
12047	Kcnu1	111
12048	Haus6	111
12049	Rbpms	111
12050	Aifm2	111
12051	Ano1	111
12052	Diap3	111
12053	P2ry13	111
12054	Pvrl2	110
12055	Tnfrsf1a	110
12056	Atp13a5	110
12057	Slc41a3	110
12058	Maff	110
12059	D630041G03Rik	110
12060	E530011L22Rik	110
12061	Pdpr	110
12062	Svil	110
12063	9330162012Rik	110
12064	Pln	110
12065	Gm20257	110
12066	Kcne4	110
12067	Tuba8	110
12068	Nek3	110
12069	Baz1a	110
12070	Npbwr1	110
12071	Il17d	110
12072	Swsap1	110
12073	Ifi203	110
12074	Zbtb8b	110
12075	Slc46a3	110
12076	Col23a1	110
12077	Dmrtc1a	110
12078	E230029C05Rik	110
12079	Slfn2	110
12080	Sardh	109
12081	Egfr	109
12082	Hist1h2bn	109
12083	Gm4285	109
12084	Aplf	109
12085	B130006D01Rik	109
12086	4933407L21Rik	109
12087	Sema3b	109
12088	Zfp229	109
12089	E230016M11Rik	109
12090	4933413G19Rik	109
12091	Pak4	109
12092	Snord42b	109
12093	Tox2	109
12094	4921531C22Rik	108
12095	Renbp	108
12096	Pard3b	108
12097	Dcaf12l2	108
12098	Mcm2	108
12099	Vangl1	108
12100	9330117O12Rik	108
12101	Hspa12b	108
12102	Dysf	108
12103	Hinfp	108
12104	Pla2g3	108
12105	Angpt1	108
12106	6820408C15Rik	108
12107	Pcdhb15	108
12108	Pde7b	108
12109	March3	107
12110	Mageb16-ps1	107
12111	Prima1	107
12112	Mre11a	107
12113	Il1rapl2	107
12114	Glipr1	107
12115	Chaf1a	107
12116	Ears2	107
12117	Epor	107
12118	Rps6ka3	107
12119	BC037704	107
12120	Galnt10	107
12121	Fam183b	107
12122	6330549D23Rik	107
12123	Sema5b	107
12124	Hyal1	106
12125	Aebp1	106
12126	Pcdhac1	106
12127	Pear1	106
12128	Fzd8	106
12129	Zhx2	106
12130	Zfp568	106
12131	Slc35f2	106
12132	9530080O11Rik	106
12133	Rps6ka6	106
12134	Marcksl1-ps4	106
12135	Myh6	106
12136	Rbp1	106
12137	Il15ra	106
12138	Lin9	106
12139	Col26a1	106
12140	Slc25a30	106
12141	Gpr27	106
12142	Gm4013	106
12143	A930012L18Rik	106
12144	Cyb5d1	105
12145	Zfp747	105
12146	9330159M07Rik	105
12147	Bcl2a1b	105
12148	Nrg1	105
12149	Pik3r6	105
12150	Gbp2	105
12151	1700030C10Rik	105
12152	Lrrc71	105
12153	Calcrl	105
12154	Serpina3h	105
12155	Cdh7	105
12156	Snora75	105
12157	Pola2	105
12158	1700019G17Rik	105
12159	AA986860	104
12160	Mtmr11	104
12161	Ndufa4l2	104
12162	Vmn2r87	104
12163	Cyp4x1	104
12164	Asap3	104
12165	Galnt4	104
12166	1810020O05Rik	104
12167	Il18bp	104
12168	Ebf1	104
12169	Rbks	104
12170	Fhad1	104
12171	Rxfp1	104
12172	1110054M08Rik	104
12173	Pcdhga11	104
12174	Dmkn	104
12175	4921504A21Rik	104
12176	Ddx58	104
12177	Ccdc155	104
12178	Pcdhb5	103
12179	Clec4n	103
12180	Tfpt	103
12181	Gpr151	103
12182	Txnrd3	103
12183	1700010K23Rik	103
12184	Pdpn	103
12185	Zfp825	103
12186	Kcnk12	103
12187	Plekhf1	103
12188	Zfp78	103
12189	Pigb	103
12190	Adm	103
12191	Rad9b	103
12192	Ptpn6	103
12193	Zf12	103
12194	Papss2	103
12195	A230056J06Rik	103
12196	Bicc1	102
12197	AI115009	102
12198	2610018G03Rik	102
12199	A430035B10Rik	102
12200	Gpr21	102
12201	Bmf	102
12202	Cbln1	102
12203	Dynlt1f_loc2	102
12204	Mfap2	102
12205	Aste1	102
12206	Pgbd1	102
12207	Eno1	102
12208	Pvalb	102
12209	Zfp709	101
12210	Cenpl	101
12211	8030462N17Rik	101
12212	Sfmbt2	101
12213	Ube2l6	101
12214	Trip10	101
12215	Tor3a	101
12216	Alms1-ps2	101
12217	Pde11a	101
12218	4930578M01Rik	101
12219	Tacc3	101
12220	Ccr1	101
12221	Gm9776	101
12222	Kdm8	101
12223	Zfp352	101
12224	Etohi1	101
12225	Afmid	101
12226	Pcdhb4	101
12227	Nckap1l	101
12228	Stap2	101
12229	Gm14391_loc1	101
12230	Pdgfd	101
12231	Hspb6	101
12232	Psmb9	101
12233	1700037C18Rik	101
12234	B830017H08Rik	101
12235	Dtx2	100
12236	Ddo	100
12237	Trip6	100
12238	Prdm16	100
12239	Bloc1s3	100
12240	Fam178b_loc2	100
12241	E530001F21Rik	100
12242	Cth	100
12243	Cenpj	100
12244	Fas	100
12245	Alkbh2	100
12246	Colec12	100
12247	AF357355	100
12248	Folr2	100
12249	Usp51	100
12250	Ptges	100
12251	Pcdhb13	100
12252	Hist2h2bb	100
12253	Alox12b	100
12254	4930579G24Rik	100
12255	Klhl3	100
12256	Opn3	100
12257	Fan1	100
12258	Prkg2	100
12259	Amigo2	100
12260	Emid1	99
12261	Gm19705	99
12262	Efcab12	99
12263	Apbb1ip	99
12264	Katnal2	99
12265	Iqub	99
12266	Col16a1	99
12267	Hist2h3c2	99
12268	Mir1892	99
12269	Il23a	99
12270	Pim1	99
12271	A930004D18Rik	99
12272	Megf6	99
12273	A730020E08Rik	99
12274	Rcsd1	99
12275	Scarf1	99
12276	Nmi	99
12277	Mcm5	99
12278	P2ry14	99
12279	Trmt44	99
12280	Prdm10	99
12281	Ccdc142	99
12282	Gstt2	98
12283	Gm5779	98
12284	I730030J21Rik	98
12285	Entpd3	98
12286	Gpx3	98
12287	Lrp5	98
12288	Ovol2	98
12289	Rlbp1	98
12290	Gm9731	98
12291	Gm12360	98
12292	H2afy3	98
12293	A930003A15Rik	98
12294	Pdzk1	98
12295	Trabd2b	97
12296	9030025P20Rik	97
12297	Ifitm2	97
12298	Gpc3	97
